Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/11/2024,JAGU,4T,,GRY,R786363,IL,701 N. Sacramento,(773) 265-7605,7108193
12/25/2024,BUIC,LL,,BLK,S491883,IN,10300 S. Doty,(773) 568-8495,2979920
12/25/2024,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109870
12/25/2024,SATR,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2979923
01/04/2025,AUDI,LL,,BLU,BG82198,IL,701 N. Sacramento,(773) 265-7605,7110686
01/04/2025,JEEP,LL,,BLK,ES34404,IL,701 N. Sacramento,(773) 265-7605,7110679
01/04/2025,HOND,SW,,GRY,ES36973,IL,701 N. Sacramento,(773) 265-7605,7110685
01/04/2025,HOND,4T,,BLK,EL77290,IL,701 N. Sacramento,(773) 265-7605,7110676
01/04/2025,NISS,LL,,BLK,DF13806,IL,701 N. Sacramento,(773) 265-7605,7110678
01/04/2025,JEEP,LL,,BLK,EL37819,IL,701 N. Sacramento,(773) 265-7605,7110688
01/04/2025,FORD,4T,,GRY,TONE8WS,IL,701 N. Sacramento,(773) 265-7605,7110689
01/13/2025,TOYT,4T,,RED,CT19612,IL,10300 S. Doty,(773) 568-8495,2981110
01/15/2025,JEEP,LL,,BLK,DL54682,IL,10300 S. Doty,(773) 568-8495,2981184
01/04/2025,SUBA,SW,,LBL,CT47925,IL,701 N. Sacramento,(773) 265-7605,7110690
12/15/2024,DODG,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2979221
12/12/2024,HOND,LL,,WHI,EE55507,IL,400 E. Lower Wacker,(312) 744-7550,0332028
01/04/2025,CHEV,PK,,WHI,3852225B,IL,701 N. Sacramento,(773) 265-7605,7110697
01/06/2025,AMER,MC,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7111059
12/22/2024,VOLK,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109732
01/16/2025,FORD,LL,,BLU,EP18413,IL,701 N. Sacramento,(773) 265-7605,7111891
01/16/2025,CHEV,PK,,BLK,63586UB,IL,10300 S. Doty,(773) 785-9752,1727569
12/25/2024,TOYT,LL,,DGR,EC69791,IL,701 N. Sacramento,(773) 265-7605,7109871
12/25/2024,DODG,LL,,GRY,EV37526,IL,701 N. Sacramento,(773) 265-7605,7109872
12/12/2024,CHEV,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979052
01/20/2025,DODG,4D,,GRY,011087A9,IL,701 N. Sacramento,(773) 265-7605,7112390
12/12/2024,PONT,4D,GRA,GRY,,IL,701 N. Sacramento,(773) 265-7605,7108361
12/12/2024,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979055
12/09/2024,FORD,LL,,WHI,EU61506,IL,400 E. Lower Wacker,(312) 744-7550,0331807
01/04/2025,FORD,4D,,BLK,AM82493,IL,701 N. Sacramento,(773) 265-7605,7110696
01/04/2025,ACUR,LL,,BLK,KZF4888,PA,701 N. Sacramento,(773) 265-7605,7110694
01/15/2025,JAGU,4D,,BLK,EZ78757,IL,701 N. Sacramento,(773) 265-7605,7111781
12/22/2024,DODG,LL,,WHI,ZU75776,IL,10300 S. Doty,(773) 568-8495,2979781
01/09/2025,CHEV,4D,,RED,EE42427,IL,10300 S. Doty,(773) 568-8495,2980810
12/20/2024,DODG,LL,,RED,LJL4031,NY,10300 S. Doty,(773) 568-8495,2979592
12/22/2024,BUIC,LL,,BLK,EN62891,IL,701 N. Sacramento,(773) 265-7605,7109733
12/22/2024,LAND,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979778
01/03/2025,DODG,SW,,BLK,EW69685,IL,701 N. Sacramento,(773) 265-7605,7110559
01/03/2025,FORD,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7110560
01/03/2025,CHEV,4D,,BLU,CM49319,IL,400 E. Lower Wacker,(312) 744-7550,0333488
01/03/2025,HOND,VN,,SIL,EV31375,IL,400 E. Lower Wacker,(312) 744-7550,0333486
01/06/2025,ACUR,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7111062
01/04/2025,HOND,LL,,BLK,EN81378,IL,701 N. Sacramento,(773) 265-7605,7110692
01/04/2025,BMW,LL,,SIL,478DCE,IL,701 N. Sacramento,(773) 265-7605,7110670
01/21/2025,FORD,4D,,BLK,EF32782,IL,400 E. Lower Wacker,(312) 744-7550,0334629
01/20/2025,MAZD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112382
12/29/2024,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2980214
12/12/2024,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979054
01/06/2025,NISS,PK,,GLD,,IL,701 N. Sacramento,(773) 265-7605,7111061
12/09/2024,CHEV,4D,,SIL,FA51583,IL,701 N. Sacramento,(773) 265-7605,7108059
01/20/2025,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112406
12/13/2024,HOND,2D,,BLK,EK37901,IL,701 N. Sacramento,(773) 265-7605,7108364
12/20/2024,FORD,LL,,BLU,BL37767,IL,10300 S. Doty,(773) 568-8495,2979593
12/25/2024,HOND,4D,,GRY,EM53877,IL,701 N. Sacramento,(773) 265-7605,7109873
01/20/2025,JEEP,LL,TK,WHI,,IL,10300 S. Doty,(773) 568-8495,2981495
12/09/2024,HOND,LL,,BLK,CD49110,IL,701 N. Sacramento,(773) 265-7605,7108060
12/20/2024,FORD,LL,,BLU,586DPR,IN,10300 S. Doty,(773) 568-8495,2979573
12/20/2024,FORD,,,SIL,EY18504,IL,10300 S. Doty,(773) 568-8495,2979571
12/29/2024,NISS,LL,,BLU,FP276203,IL,10300 S. Doty,(773) 568-8495,2980218
01/10/2025,MITS,LL,,GRY,ED57564,IL,10300 S. Doty,(773) 568-8495,2980940
12/13/2024,DODG,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7108362
01/01/2025,FORD,4D,,GRY,BXGADWS,IL,701 N. Sacramento,(773) 265-7605,7110448
12/20/2024,MAZD,4D,,SIL,DQ87149,IL,10300 S. Doty,(773) 568-8495,2979595
01/15/2025,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7111776
01/04/2025,FORD,4T,,WHI,EE63613,IL,701 N. Sacramento,(773) 265-7605,7110701
01/04/2025,TOYT,4T,,BLU,XFQ156,IN,701 N. Sacramento,(773) 265-7605,7110703
12/07/2024,SUBA,LL,,SIL,BY15197,IL,701 N. Sacramento,(773) 265-7605,7107712
01/19/2025,HYUN,4D,,BLK,650DBB,IL,701 N. Sacramento,(773) 265-7605,7112374
01/04/2025,CADI,LL,,RED,DX55744,IL,701 N. Sacramento,(773) 265-7605,7110700
01/04/2025,TOYT,4T,,SIL,EY18988,IL,701 N. Sacramento,(773) 265-7605,7110699
12/25/2024,BUIC,LL,,WHI,ET39302,IL,10300 S. Doty,(773) 568-8495,2979929
01/04/2025,MERC,LL,,WHI,EP49176,IL,701 N. Sacramento,(773) 265-7605,7110702
12/25/2024,VOLK,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979926
01/04/2025,TOYT,LL,,BLK,B140986,IL,701 N. Sacramento,(773) 265-7605,7110729
12/11/2024,CHEV,VN,,WHI,DD61120,IL,10300 S. Doty,(773) 568-8495,2978988
12/12/2024,MAZD,4D,,WHI,DF13816,IL,10300 S. Doty,(773) 568-8495,2979056
01/16/2025,SUBA,SW,,BLU,295RKL,IN,701 N. Sacramento,(773) 265-7605,7111893
12/09/2024,FORD,LL,,TAN,EK13303,IL,701 N. Sacramento,(773) 265-7605,7108062
01/19/2025,DODG,LL,TK,BLK,,,10300 S. Doty,(773) 568-8495,2981456
01/04/2025,TOYT,4D,,GRY,ANE8785,IL,701 N. Sacramento,(773) 265-7605,7110734
01/19/2025,TOYT,LL,TK,SIL,EV38310,IL,10300 S. Doty,(773) 568-8495,2981447
01/04/2025,HYUN,4T,,GRY,GZX234,MN,701 N. Sacramento,(773) 265-7605,7110725
12/20/2024,SUBA,LL,,SIL,534CFY,IL,10300 S. Doty,(773) 568-8495,2979602
12/11/2024,HOND,SW,,GRY,DV96346,IL,701 N. Sacramento,(773) 265-7605,7108203
01/13/2025,NISS,4T,,BLK,DC43564,IL,10300 S. Doty,(773) 568-8495,2981114
12/20/2024,SATU,LL,,GRY,EM56820,IL,10300 S. Doty,(773) 568-8495,2979605
01/15/2025,JEEP,LL,,BLK,FP237060,IL,701 N. Sacramento,(773) 265-7605,7111808
01/09/2025,MAZD,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2980814
12/20/2024,FORD,4D,,BLU,DB42901,IL,10300 S. Doty,(773) 568-8495,2979596
12/20/2024,ACUR,4D,,BLK,S337146,IL,10300 S. Doty,(773) 568-8495,2979599
12/20/2024,JEEP,LL,,GRY,EV91533,IL,10300 S. Doty,(773) 568-8495,2979604
12/20/2024,LEXS,LL,,MAR,EL44999,IL,10300 S. Doty,(773) 568-8495,2979601
01/04/2025,JEEP,LL,,BLK,DU85805,IL,701 N. Sacramento,(773) 265-7605,7110731
01/06/2025,HYUN,4D,ELN,SIL,,,701 N. Sacramento,(773) 265-7605,7111064
12/20/2024,TOYT,LL,,GRY,Q992859,IL,10300 S. Doty,(773) 568-8495,2979600
01/03/2025,DODG,4D,,LBL,DF11649,IL,701 N. Sacramento,(773) 265-7605,7110566
12/09/2024,SUBA,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7108066
12/20/2024,HYUN,LL,,BLK,BY71512,IL,10300 S. Doty,(773) 568-8495,2979598
12/22/2024,HOND,LL,,GRY,HLP4422,OH,400 E. Lower Wacker,(312) 744-7550,0332682
01/18/2025,TOYT,4D,CAM,MAR,,IL,10300 S. Doty,(773) 568-8495,2981404
12/25/2024,CHEV,4D,,WHI,EM94445,IL,10300 S. Doty,(773) 568-8495,2979931
01/04/2025,JEEP,LL,,WHI,EG53644,IL,701 N. Sacramento,(773) 265-7605,7110727
12/25/2024,CHEV,PK,,SIL,123848TW,IL,10300 S. Doty,(773) 568-8495,2979932
01/04/2025,VOLK,LL,,WHI,ER79665,IL,701 N. Sacramento,(773) 265-7605,7110732
01/20/2025,SATR,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7112414
01/04/2025,JEEP,LL,,BLU,KKG905,IA,701 N. Sacramento,(773) 265-7605,7110730
01/13/2025,FORD,LL,,WHI,EW27044,IL,701 N. Sacramento,(773) 265-7605,7111672
12/13/2024,HOND,VN,,GRY,EC69130,IL,701 N. Sacramento,(773) 265-7605,7108368
12/18/2024,HOND,4D,,BLK,CF79265,IL,701 N. Sacramento,(773) 265-7605,7109154
01/09/2025,TOYT,4D,,BLK,ACW57,WI,400 E. Lower Wacker,(312) 744-7550,033
12/29/2024,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2980227
01/04/2025,BUIC,LL,,BLK,4556063,IL,701 N. Sacramento,(773) 265-7605,7110733
12/20/2024,MERZ,VN,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,7109272
12/13/2024,VOLK,4D,,PLE,BT69202,IL,701 N. Sacramento,(773) 265-7605,7108369
01/18/2025,BUIC,LL,,SIL,S136589,IN,10300 S. Doty,(773) 568-8495,2981400
01/09/2025,NISS,LL,,DBL,DR61881,IL,701 N. Sacramento,(773) 265-7605,7111169
01/10/2025,FORD,PK,,WHI,4010449B,IL,10300 S. Doty,(773) 785-9752,1727541
12/20/2024,TOYT,4D,,TAN,EK88638,IL,701 N. Sacramento,(773) 265-7605,7109277
12/20/2024,NISS,4D,,RED,EC62269,IL,701 N. Sacramento,(773) 265-7605,7109274
12/20/2024,NISS,4D,,BRO,AF36795,IL,10300 S. Doty,(773) 568-8495,2979576
01/01/2025,TOYT,LL,4RN,WHI,7351GI,IL,701 N. Sacramento,(773) 265-7605,7110451
01/10/2025,INFI,LL,,BLK,EG62669,IL,701 N. Sacramento,(773) 265-7605,7111276
12/20/2024,TOYT,4D,,BLK,DZ46676,IL,10300 S. Doty,(773) 568-8495,2979588
01/18/2025,TOYT,LL,,RED,TWC6311,VA,701 N. Sacramento,(773) 265-7605,7112133
12/20/2024,NISS,4D,,SIL,DT83804,IL,701 N. Sacramento,(773) 265-7605,7109276
01/03/2025,HYUN,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1727514
01/10/2025,JEEP,LL,,GRY,4LCP15,MA,701 N. Sacramento,(773) 265-7605,7111279
01/10/2025,INFI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7111275
12/20/2024,NISS,LL,,BLU,DY14629,IL,10300 S. Doty,(773) 568-8495,2979589
01/01/2025,HOND,4D,ACC,GRY,ET461112,IL,10300 S. Doty,(773) 568-8495,2980364
12/20/2024,TOYT,4D,,GRY,EL14935,IL,10300 S. Doty,(773) 568-8495,2979590
01/13/2025,DODG,PK,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7111641
12/20/2024,HOND,4D,,BLK,EW45703,IL,10300 S. Doty,(773) 568-8495,2979591
12/25/2024,MITS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109874
12/09/2024,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7108067
01/09/2025,HOND,4D,,WHI,AL49007,IL,10300 S. Doty,(773) 568-8495,2980830
01/07/2025,GMC,4T,,TAN,DF73482,IL,701 N. Sacramento,(773) 265-7605,7111066
12/11/2024,VOLK,LL,,BLU,CM53943,IL,701 N. Sacramento,(773) 265-7605,7180192
01/04/2025,CHEV,LL,,BLK,AY94197,IL,701 N. Sacramento,(773) 265-7605,7110708
12/11/2024,CHEV,4D,,GRY,EV21441,IL,10300 S. Doty,(773) 568-8495,2978991
12/13/2024,TOYT,4D,,RED,5671203,IL,701 N. Sacramento,(773) 265-7605,7108377
01/16/2025,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111905
01/16/2025,CHEV,LL,,SIL,EB99938,IL,701 N. Sacramento,(773) 265-7605,7111903
01/04/2025,TOYO,4D,,GRY,CJ22543,IL,701 N. Sacramento,(773) 265-7605,7110761
01/13/2025,DODG,LL,,WHI,Z133843,IL,10300 S. Doty,(773) 568-8495,2981115
01/04/2025,HYUN,LL,,BGE,EN20300,IL,701 N. Sacramento,(773) 265-7605,7110756
12/13/2024,JEEP,LL,,DGR,DT33014,IL,701 N. Sacramento,(773) 265-7605,7108373
12/25/2024,CHEV,4D,,RED,LR25648,IN,400 E. Lower Wacker,(312) 744-7550,0332879
01/01/2025,KIA,LL,SPT,TAN,EY19655,IL,701 N. Sacramento,(773) 265-7605,7110456
12/22/2024,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2979784
01/20/2025,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2981489
12/18/2024,JEEP,LL,,BLU,EV29160,IL,10300 S. Doty,(773) 568-8495,2979455
01/04/2025,HOND,4T,,RED,EN91530,IL,701 N. Sacramento,(773) 265-7605,7110753
01/04/2025,HYUN,LL,,GRY,DE94582,IL,701 N. Sacramento,(773) 265-7605,7110758
12/20/2024,HOND,4D,,RED,BZ81875,IL,10300 S. Doty,(773) 568-8495,2979579
01/04/2025,LEXS,LL,,WHI,DW92574,IL,701 N. Sacramento,(773) 265-7605,7110762
01/04/2025,BMW,4T,,BLK,CC43849,IL,701 N. Sacramento,(773) 265-7605,7110749
12/25/2024,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979935
12/07/2024,HOND,VN,,LBL,,IL,701 N. Sacramento,(773) 265-7605,7107719
12/22/2024,DODG,LL,,RED,DU32474,IL,701 N. Sacramento,(773) 265-7605,7109736
12/20/2024,KIA,4D,,BLU,EL36746,IL,10300 S. Doty,(773) 568-8495,2979580
01/04/2025,KIA,LL,,SIL,CT55592,IL,701 N. Sacramento,(773) 265-7605,7110760
12/22/2024,HOND,VN,ODY,GRN,,IL,701 N. Sacramento,(773) 265-7605,7109740
01/10/2025,HYUN,4D,ELN,BLU,,IL,10300 S. Doty,(773) 568-8495,2980948
01/15/2025,BMW,4T,,SIL,EL49615,IL,701 N. Sacramento,(773) 265-7605,7111784
01/04/2025,HOND,4T,,SIL,WBJ371,IL,701 N. Sacramento,(773) 265-7605,7110745
01/13/2025,SUBA,LL,,GRY,EA85224,IL,701 N. Sacramento,(773) 265-7605,7111646
12/25/2024,HYUN,4D,,GRY,EN20909,IL,10300 S. Doty,(773) 568-8495,2979934
01/07/2025,VOLK,4D,,WHI,EQ23742,IL,701 N. Sacramento,(773) 265-7605,7111068
01/01/2025,CHRY,4D,,WHI,DJ38907,IL,701 N. Sacramento,(773) 265-7605,7110460
12/13/2024,CHEV,LL,,WHI,9695JR,KY,701 N. Sacramento,(773) 265-7605,7108400
12/22/2024,NISS,4D,,BGE,,IL,701 N. Sacramento,(773) 265-7605,7109739
01/18/2025,HOND,4D,,LGR,FB73728,IL,701 N. Sacramento,(773) 265-7605,7112179
01/16/2025,HOND,LL,,WHI,EA29535,IL,701 N. Sacramento,(773) 265-7605,7111911
12/13/2024,MAZD,SW,,WHI,KRL8990,PA,701 N. Sacramento,(773) 265-7605,7108401
12/13/2024,SUBA,SW,,SIL,191082EN,IL,701 N. Sacramento,(773) 265-7605,7108402
12/13/2024,NISS,4D,,GRY,S956161,IN,Police Pound,,7108414
01/07/2025,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7111067
12/18/2024,CHEV,PK,,RED,2636447B,IL,10300 S. Doty,(773) 568-8495,2979457
12/18/2024,LEXS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7109196
01/10/2025,NISS,4D,,TAN,ES34408,IL,10300 S. Doty,(773) 568-8495,2980951
12/13/2024,PORS,LL,,WHI,EV73909,IL,701 N. Sacramento,(773) 265-7605,7108403
12/22/2024,DODG,LL,,SIL,CW61890,IL,10300 S. Doty,(773) 568-8495,2979786
01/04/2025,ACUR,4D,,SIL,EV39250,IL,701 N. Sacramento,(773) 265-7605,7110755
12/13/2024,GMC,PK,,WHI,3607130B,IL,701 N. Sacramento,(773) 265-7605,7108413
01/04/2025,SUBA,LL,,SIL,R336128,IL,701 N. Sacramento,(773) 265-7605,7110757
12/18/2024,CHEV,LL,,WHI,3706014B,IL,701 N. Sacramento,(773) 265-7605,7109194
01/07/2025,MAZD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980690
01/13/2025,HOND,4D,,GRY,EC52540,IL,10300 S. Doty,(773) 568-8495,2981118
12/25/2024,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109876
01/04/2025,DODG,VN,,MAR,G681526,IL,701 N. Sacramento,(773) 265-7605,7110754
01/04/2025,LEXS,4T,,PLE,EV39396,IL,701 N. Sacramento,(773) 265-7605,7110750
12/19/2024,KIA,4D,,WHI,LLU337,MN,701 N. Sacramento,(773) 265-7605,7109219
01/04/2025,TOYT,VN,,SIL,AT77009,IL,701 N. Sacramento,(773) 265-7605,7110751
12/22/2024,LEXS,4D,,GRY,EU18769,IL,10300 S. Doty,(773) 568-8495,2979758
12/16/2024,HYUN,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979334
01/04/2025,FORD,4D,,RED,CQ42605,IL,701 N. Sacramento,(773) 265-7605,7110759
12/16/2024,JEEP,LL,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7109031
12/19/2024,FORD,4D,,WHI,D000512,AZ,701 N. Sacramento,(773) 265-7605,7109221
01/01/2025,LEXS,4D,,SIL,ER77193,IL,701 N. Sacramento,(773) 265-7605,7110461
01/04/2025,CHEV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7110719
12/09/2024,ACUR,LL,,BGE,EP23168,IL,701 N. Sacramento,(773) 265-7605,7108075
12/22/2024,KIA,4D,,BLK,DH58999,IL,10300 S. Doty,(773) 568-8495,2979768
12/09/2024,INFI,4D,,SIL,536207C,MT,10300 S. Doty,(773) 568-8495,2978885
12/16/2024,TOYT,VN,SNA,TAN,ET80459,IL,701 N. Sacramento,(773) 265-7605,7109033
12/22/2024,GMC,LL,,BLK,3914044B,IL,10300 S. Doty,(773) 568-8495,2979756
01/10/2025,PONT,4D,,MAR,EZ14892,IL,10300 S. Doty,(773) 568-8495,2980952
01/10/2025,FORD,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7111286
01/09/2025,NISS,4D,,MAR,EL51456,IL,701 N. Sacramento,(773) 265-7605,7111221
01/10/2025,HYUN,4D,SON,RED,,IL,10300 S. Doty,(773) 568-8495,2980954
01/13/2025,GMC,LL,,BLK,BU75007,IL,10300 S. Doty,(773) 568-8495,2981116
12/13/2024,JEEP,LL,,BLK,ET13531,IL,701 N. Sacramento,(773) 265-7605,7108405
01/13/2025,BMW,2D,,GRY,DF38837,IL,10300 S. Doty,(773) 568-8495,2981117
12/18/2024,ACUR,LL,,TAN,CD50934,IL,10300 S. Doty,(773) 568-8495,2979459
12/13/2024,CHEV,LL,,WHI,L222409,IL,701 N. Sacramento,(773) 265-7605,7108409
01/03/2025,TOYT,4D,,GRY,HKK737,MN,701 N. Sacramento,(773) 265-7605,7110600
01/19/2025,AUDI,4T,,GRY,ER73459,IL,701 N. Sacramento,(773) 265-7605,7112302
12/13/2024,MERZ,LL,,BLK,EN42718,IL,701 N. Sacramento,(773) 265-7605,7108408
01/10/2025,CHRY,4D,,BLK,DS87653,IL,10300 S. Doty,(773) 568-8495,2980957
12/18/2024,VOLK,LL,,WHI,,,10300 S. Doty,(773) 568-8495,2979461
01/04/2025,TOYO,4D,,SIL,328AC215,IL,701 N. Sacramento,(773) 265-7605,7110764
12/13/2024,FORD,LL,,BLK,JSZ3267,OH,701 N. Sacramento,(773) 265-7605,7108406
12/13/2024,JEEP,4T,,WHI,MPL2418,PA,701 N. Sacramento,(773) 265-7605,7108404
12/18/2024,VOLK,2H,,ONG,,,10300 S. Doty,(773) 568-8495,2979462
12/22/2024,GMC,VN,,WHI,AG67762,AZ,10300 S. Doty,(773) 568-8495,2979762
12/16/2024,BMW,4D,,WHI,EG89402,IL,10300 S. Doty,(773) 568-8495,2979333
01/10/2025,NISS,4D,MAX,BLK,,IL,10300 S. Doty,(773) 568-8495,2980955
12/13/2024,BMW,4D,,BLK,BP29382,IL,701 N. Sacramento,(773) 265-7605,7108411
12/18/2024,FORD,LL,,GRY,EF51231,IL,701 N. Sacramento,(773) 265-7605,7109199
12/11/2024,TOYT,4T,,SIL,EX29011,IL,701 N. Sacramento,(773) 265-7605,7108238
12/22/2024,TOYT,4D,,WHI,CB14372,IL,10300 S. Doty,(773) 568-8495,2979766
01/04/2025,JEEP,LL,,WHI,DPA0187,MI,701 N. Sacramento,(773) 265-7605,7110765
12/22/2024,CHEV,4D,,BLK,22DZJW,FL,10300 S. Doty,(773) 568-8495,2979760
12/22/2024,JEEP,LL,,BGE,101GL,IL,10300 S. Doty,(773) 568-8495,2979765
12/22/2024,GMC,LL,,BLK,CS17569,IL,10300 S. Doty,(773) 568-8495,2979770
01/04/2025,CHEV,LL,,SIL,DQ12390,IL,701 N. Sacramento,(773) 265-7605,7110712
01/18/2025,MAZD,VN,,GRY,,,701 N. Sacramento,(773) 265-7605,7112178
12/25/2024,HOND,4D,,BLK,V216447,IL,10300 S. Doty,(773) 568-8495,2979937
12/13/2024,NISS,4T,,MAR,EK31276,IL,701 N. Sacramento,(773) 265-7605,7108416
12/25/2024,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2979936
12/29/2024,LEXS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2980234
12/13/2024,HOND,VN,,LBL,TJD6706,IL,701 N. Sacramento,(773) 265-7605,7108418
01/07/2025,CHRY,VN,,SIL,DV24722,IL,10300 S. Doty,(773) 568-8495,2980692
12/25/2024,ACUR,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7109878
12/20/2024,GMC,LL,,TAN,AY46952,IL,10300 S. Doty,(773) 568-8495,2979584
12/25/2024,TOYT,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109880
12/15/2024,JEEP,LL,,ONG,FA45410,IL,701 N. Sacramento,(773) 265-7605,7108796
12/20/2024,DODG,VN,TK,GRY,EL36312,IL,10300 S. Doty,(773) 568-8495,2979583
01/21/2025,TOYT,4D,,BLU,EA31210,IL,701 N. Sacramento,(773) 265-7605,7112454
12/16/2024,TOYT,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979338
12/15/2024,TOYT,4D,,SIL,EW61822,IL,701 N. Sacramento,(773) 265-7605,7108795
12/15/2024,NISS,4D,,BLU,EV18383,IL,701 N. Sacramento,(773) 265-7605,7108797
12/25/2024,TOYT,LL,,MAR,EV76677,IL,701 N. Sacramento,(773) 265-7605,7109882
12/25/2024,HYUN,4D,,BLU,265AC605,IL,400 E. Lower Wacker,(312) 744-7550,0332884
01/03/2025,CHEV,LL,,GRY,EU65803,IL,10300 S. Doty,(773) 568-8495,2980479
01/18/2025,HOND,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2981396
12/13/2024,HYUN,4D,,GRY,ET47942,IL,701 N. Sacramento,(773) 265-7605,7108422
12/29/2024,HOND,VN,,LGR,DV42089,IL,10300 S. Doty,(773) 568-8495,2980235
12/23/2024,HOND,LL,,WHI,LEK6393,NY,400 E. Lower Wacker,(312) 744-7550,0332704
12/07/2024,CHRY,VN,,BLK,DQ31767,IL,701 N. Sacramento,(773) 265-7605,7107721
12/20/2024,BUIC,4D,,GRY,588GD,IN,400 E. Lower Wacker,(312) 744-7550,0332541
12/13/2024,HOND,4D,,GRY,EZ19556,IL,701 N. Sacramento,(773) 265-7605,7108421
12/15/2024,CHEV,4D,,SIL,010813A6,IL,701 N. Sacramento,(773) 265-7605,7108894
01/11/2025,FORD,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7111315
12/13/2024,ACUR,LL,,BLK,BM92904,IL,701 N. Sacramento,(773) 265-7605,7108382
12/23/2024,ACUR,4D,,WHI,DW95769,IL,400 E. Lower Wacker,(312) 744-7550,0332714
12/15/2024,DODG,LL,,LBL,Y989902,IL,701 N. Sacramento,(773) 265-7605,7108925
01/20/2025,FORD,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981488
12/19/2024,ACUR,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7109200
12/29/2024,FORD,4D,,SIL,DF91267,IL,400 E. Lower Wacker,(312) 744-7550,0333177
01/18/2025,INFI,4D,,BLK,19045LE,IL,701 N. Sacramento,(773) 265-7605,7112177
01/04/2025,LAND,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7110710
01/15/2025,LINC,4D,,GRY,FA59217,IL,400 E. Lower Wacker,(312) 744-7550,0334200
01/04/2025,HOND,4D,,GRY,FB42224,IL,701 N. Sacramento,(773) 265-7605,7110704
12/16/2024,CHRY,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2979339
12/07/2024,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7107727
12/13/2024,NISS,SW,,GRY,CM33060,IL,701 N. Sacramento,(773) 265-7605,7108419
12/13/2024,TOYT,4D,,BLU,EV30478,IL,701 N. Sacramento,(773) 265-7605,7108383
01/04/2025,KIA,VN,,GRY,G680418,IL,701 N. Sacramento,(773) 265-7605,7110768
01/16/2025,MERC,LL,TK,BLK,,,10300 S. Doty,(773) 568-8495,2981264
12/09/2024,CHEV,4D,,SIL,ED82515,IL,701 N. Sacramento,(773) 265-7605,7108076
12/22/2024,NISS,4D,,GRY,AZB3808,WI,701 N. Sacramento,(773) 265-7605,7109663
01/16/2025,KIA,4D,,WHI,DG65834,IL,10300 S. Doty,(773) 568-8495,2981265
